ID,Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source
UN,ELEC,Best Western,125 E St George Blvd,,St. George,UT,84770,Public,24 hours daily,,,,,,1,,,Unknown,,200-9,37.110614,-113.579513,12/11/2018,71333,2019-05-14 21:16:45 UTC,P,,,11/1/15,,,,,J1772,US,,,,Public,,public,,,HOTEL,,,,,,,,,,,,,,,,
UN,ELEC,Grand America Hotel,555 S Main St,,Salt Lake City,UT,84111,Public,24 hours daily; for guest use only; see valet for access,,,,,,1,,,Unknown,,200-9,40.75737,-111.889663,12/11/2018,71339,2019-05-14 21:16:45 UTC,P,,,11/1/15,,,,,J1772,US,,,,Public,,public,,,HOTEL,,,,,,,,,,,,,,,,
UN,ELEC,Hilton Garden Inn,4155 S Nature Center Way,,Springfield,MO,65804,Public,24 hours daily; guest use only; see front desk for access,,,,,,1,,,Unknown,,200-9,37.13701,-93.25113,12/11/2018,71433,2019-05-14 21:16:45 UTC,P,,,12/1/15,,,,,J1772,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,
UN,ELEC,CalPERS,400 P St,,Sacramento,CA,95811,Public,Garage business hours,,,,,,4,,,Unknown,,200-9,38.57524,-121.504537,11/8/2018,71440,2019-05-14 21:16:45 UTC,P,,,4/1/15,,,,,J1772,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,,,,,,,,,,
O,ELEC,Dole Plantation,64-1550 Kamehameha Hwy,Located near parking lot entrance by the bus stop,Wahiawa,HI,96786,Public,10am-5pm daily,,,,,,,2,,OpConnect,http://www.opconnect.com/,GPS,21.5258,-158.0387,4/8/2019,71488,2019-05-14 21:16:45 UTC,P,,,6/1/15,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,PARKING_LOT,,,,,,,$6.50 per session,,,,,,,,,
UN,ELEC,Yellowstone National Park - Mammoth Hot Springs Hotel,2 Mammoth Hot Springs Hotel Ave,"At the corner of Mammoth Hotel Ave and Juniper St. There is an ""Electric Vehicle Charging Station"" sign.",Mammoth Hot Springs,WY,82190,Public,24 hours daily,,,,,,2,,,Unknown,,GPS,44.976458,-110.701949,4/8/2019,71492,2019-05-14 21:16:45 UTC,FG,16,Department of the Interior,12/1/15,,,,,J1772,US,,,,Public,,public,,DOI,NATL_PARK,,,,,,,Free,,,,,,,,,
O,ELEC,Greene Street Parking Deck,211 S Greene St,,Greensboro,NC,27401,Public,Garage business hours,,,,,,1,,,OpConnect,http://www.opconnect.com/,200-8,36.070934,-79.791617,5/9/2019,71495,2019-05-14 21:16:45 UTC,LG,,,9/1/15,,,,,J1772,US,,,,Public,,public,,,PARKING_GARAGE,,,,,,,$2.10 per hour,,,,,,,,,
UN,ELEC,Institute for Sustainable Communities,535 Stonecutters Way,,Montpelier,VT,5602,Public,24 hours daily,,,,,,2,,,Unknown,,200-9,44.255416,-72.573951,12/11/2018,71496,2019-05-14 21:16:45 UTC,P,,,6/1/15,,,,,J1772,US,,,,Public,,public,,,PARKING_LOT,,,,,,,Free,,,,,,,,,
UN,ELEC,Rawsonville Marketplace,8749 VT Route 30,,Rawsonville,VT,5155,Public,24 hours daily; for customer use only,,,,,,1,,,Unknown,,GPS,43.14583724,-72.8391393,12/11/2018,71497,2019-05-14 21:16:45 UTC,P,,,11/1/15,,,,,J1772,US,,,,Public,,public,,,CONVENIENCE_STORE,,,,,,,Free,,,,,,,,,
UN,ELEC,The Kate Shepard House Bed and Breakfast,1552 Monterey Pl,,Mobile,AL,36604,Public - Call ahead,24 hours daily; for guest use only,,,,,,1,,,Unknown,,200-9,30.684443,-88.074043,10/4/2018,71516,2019-05-14 21:16:45 UTC,P,,,12/1/15,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,B_AND_B,,,,,,,Free,,,,,,,,,
O,ELEC,Otay Mesa-Nestor Branch Library,3003 Coronado Ave,,San Diego,CA,92154,Public,24 hours daily,,,,,,2,,,OpConnect,http://www.opconnect.com/,GPS,32.576996,-117.068558,5/9/2019,71517,2019-05-14 21:16:45 UTC,LG,,,2/20/16,,,,,J1772,US,,,,Public,,public,,,LIBRARY,,,,,,,$2.25 per hour,,,,,,,,,
O,ELEC,Skyline Hills Recreation Center,8285 Skyline Dr,,San Diego,CA,92114,Public,24 hours daily,,,,,,1,,,OpConnect,http://www.opconnect.com/,GPS,32.705664,-117.026223,5/9/2019,71518,2019-05-14 21:16:45 UTC,LG,,,3/30/16,,,,,J1772,US,,,,Public,,public,,,REC_SPORTS_FACILITY,,,,,,,$2.25 per hour,,,,,,,,,
O,ELEC,Nobel Athletic Fields and Recreation Center,8810 Judicial Dr,,San Diego,CA,92122,Public,24 hours daily,,,,,,4,,,OpConnect,http://www.opconnect.com/,GPS,32.866904,-117.199243,5/9/2019,71519,2019-05-14 21:16:45 UTC,LG,,,3/21/16,,,,,J1772,US,,,,Public,,public,,,REC_SPORTS_FACILITY,,,,,,,$2.25 per hour,,,,,,,,,
O,ELEC,Rancho Bernardo Glassman Park and Recreation Center,18584 W Bernardo Dr,,San Diego,CA,92127,Public,24 hours daily,,,,,,3,,,OpConnect,http://www.opconnect.com/,GPS,33.048251,-117.076879,5/9/2019,71524,2019-05-14 21:16:45 UTC,LG,,,4/3/16,,,,,J1772,US,,,,Public,,public,,,REC_SPORTS_FACILITY,,,,,,,$2.25 per hour,,,,,,,,,
UN,ELEC,Kwik Trip #202,5339 Harding Ave,,Plover,WI,54467,Public,24 hours daily,,,,,1,,,,Unknown,,200-9,44.42734,-89.515467,3/7/2019,71614,2019-05-14 21:16:45 UTC,P,,,12/5/15,,,,,NEMA520,US,,,,Public,,public,,,TRUCK_STOP,,,,,,,Free,,,,,,,,,
UN,ELEC,Kwik Trip #325,10360 N Cedarburg Rd,,Mequon,WI,53092,Public,24 hours daily,,,,,1,,,,Unknown,,GPS,43.206662,-87.97191,11/8/2018,71624,2019-05-14 21:16:45 UTC,P,,,1/15/15,,,,,NEMA520,US,,,,Public,,public,,,CONVENIENCE_STORE,,,,,,,Free,,,,,,,,,
UN,ELEC,Kwik Trip #248,9955 Hudson Blvd,,Lake Elmo,MN,55042,Public,24 hours daily,,,,,1,,,,Unknown,,GPS,44.950879,-92.90499,3/7/2019,71625,2019-05-14 21:16:45 UTC,P,,,2/12/15,,,,,NEMA520,US,,,,Public,,public,,,CONVENIENCE_STORE,,,,,,,Free,,,,,,,,,
UN,ELEC,Kwik Trip #209,1101 Gertrude St,,Kaukauna,WI,54130,Public,24 hours daily,,,,,1,,,,Unknown,,GPS,44.297129,-88.27101,11/8/2018,71626,2019-05-14 21:16:45 UTC,P,,,1/28/15,,,,,NEMA520,US,,,,Public,,public,,,CONVENIENCE_STORE,,,,,,,Free,,,,,,,,,
UN,ELEC,Kwik Trip #166,4694 Opportunity Dr,,Moose Lake,MN,55767,Public,24 hours daily,,,,,1,,,,Unknown,,GPS,46.433276,-92.755487,3/7/2019,71627,2019-05-14 21:16:45 UTC,P,,,11/25/15,,,,,NEMA520,US,,,,Public,,public,,,CONVENIENCE_STORE,,,,,,,Free,,,,,,,,,
UN,ELEC,Kwik Trip #178,455 Concord St S,,St. Paul,MN,55125,Public,24 hours daily,,,,,1,,,,Unknown,,GPS,44.883888,-93.03055,3/7/2019,71628,2019-05-14 21:16:45 UTC,P,,,11/5/15,,,,,NEMA520,US,,,,Public,,public,,,CONVENIENCE_STORE,,,,,,,Free,,,,,,,,,
UN,ELEC,Kwik Star #283,8835 Runway Ct SW,,Cedar Rapids,IA,52404,Public,24 hours daily,,,,,1,,,,Unknown,,GPS,41.891805,-91.67398,4/8/2019,71629,2019-05-14 21:16:45 UTC,P,,,10/1/15,,,,,NEMA520,US,,,,Public,,public,,,CONVENIENCE_STORE,,,,,,,Free,,,,,,,,,
UN,ELEC,Kwik Trip #237,135 Landmark Dr NE,,Owatonna,MN,55060,Public,24 hours daily,,,,,1,,,,Unknown,,GPS,44.110138,-93.2249,3/7/2019,71630,2019-05-14 21:16:45 UTC,P,,,1/15/15,,,,,NEMA520,US,,,,Public,,public,,,CONVENIENCE_STORE,,,,,,,Free,,,,,,,,,
UN,ELEC,Kwik Trip #172,8900 76th St,,Pleasant Prairie,WI,53158,Public,24 hours daily,,,,,1,,,,Unknown,,GPS,42.565324,-87.91486,1/10/2019,71631,2019-05-14 21:16:45 UTC,P,,,12/3/15,,,,,NEMA520,US,,,,Public,,public,,,CONVENIENCE_STORE,,,,,,,Free,,,,,,,,,
UN,ELEC,Kwik Trip #177,9855 Hart Blvd,,Monticello,MN,55362,Public,24 hours daily,,,,,1,,,,Unknown,,GPS,45.293425,-93.76782,3/7/2019,71632,2019-05-14 21:16:45 UTC,P,,,9/10/15,,,,,NEMA520,US,,,,Public,,public,,,CONVENIENCE_STORE,,,,,,,Free,,,,,,,,,
UN,ELEC,Kwik Trip #183,3258 Church St,,Stevens Point,WI,54481,Public,24 hours daily,,,,,1,,,,Unknown,,GPS,44.502289,-89.565877,7/9/2018,71633,2019-05-14 21:16:45 UTC,P,,,10/8/15,,,,,NEMA520,US,,,,Public,,public,,,CONVENIENCE_STORE,,,,,,,Free,,,,,,,,,
UN,ELEC,Kwik Trip #186,460 Morris Ave S,,Hinckley,MN,55037,Public,24 hours daily,,,,,1,,,,Unknown,,GPS,46.009814,-92.92601,3/7/2019,71634,2019-05-14 21:16:45 UTC,P,,,10/22/15,,,,,NEMA520,US,,,,Public,,public,,,CONVENIENCE_STORE,,,,,,,Free,,,,,,,,,
UN,ELEC,Kwik Trip #188,310 Grand Ave,,Wausau,WI,54403,Public,24 hours daily,,,,,1,,,,Unknown,,GPS,44.95449,-89.6249,7/9/2018,71635,2019-05-14 21:16:45 UTC,P,,,10/29/15,,,,,NEMA520,US,,,,Public,,public,,,CONVENIENCE_STORE,,,,,,,Free,,,,,,,,,
UN,ELEC,Kwik Trip #189,623 Hammond Ave,,Superior,WI,54880,Public,24 hours daily,,,,,1,,,,Unknown,,GPS,46.730735,-92.098338,7/9/2018,71636,2019-07-23 12:34:34 UTC,P,,,11/12/15,,,,,NEMA520,US,,,,Public,,public,,,CONVENIENCE_STORE,,,,,,,Free,,,,,,,,,
UN,ELEC,Kwik Trip #208,2929 Meadowlark Ln,,Altoona,WI,54720,Public,24 hours daily,,,,,1,,,,Unknown,,GPS,44.819305,-91.45912,11/8/2018,71637,2019-05-14 21:16:45 UTC,P,,,9/24/15,,,,,NEMA520,US,,,,Public,,public,,,CONVENIENCE_STORE,,,,,,,Free,,,,,,,,,
UN,ELEC,Kwik Trip #216,4805 Miller Trunk Hwy,,Hermantown,MN,55811,Public,24 hours daily,,,,,1,,,,Unknown,,GPS,46.823472,-92.18749,3/7/2019,71638,2019-05-14 21:16:45 UTC,P,,,10/1/15,,,,,NEMA520,US,,,,Public,,public,,,CONVENIENCE_STORE,,,,,,,Free,,,,,,,,,
UN,ELEC,Kwik Star #223,3205 Willow Creek Ct,,Clear Lake,IA,50428,Public,24 hours daily,,,,,1,,,,Unknown,,GPS,43.145833,-93.3488,4/8/2019,71639,2019-05-14 21:16:45 UTC,P,,,10/9/15,,,,,NEMA520,US,,,,Public,,public,,,CONVENIENCE_STORE,,,,,,,Free,,,,,,,,,
UN,ELEC,Kwik Trip #244,15476 Main St,,Menomonee Falls,WI,53051,Public,24 hours daily,,,,,1,,,,Unknown,,GPS,43.179768,-88.10175,4/3/2018,71640,2019-05-14 21:16:45 UTC,P,,,11/6/15,,,,,NEMA520,US,,,,Public,,public,,,CONVENIENCE_STORE,,,,,,,Free,,,,,,,,,
UN,ELEC,Kwik Trip #267,2128 E 2nd St,,Superior,WI,54880,Public,24 hours daily,,,,,1,,,,Unknown,,GPS,46.706759,-92.0481,7/9/2018,71641,2019-05-14 21:16:45 UTC,P,,,9/17/15,,,,,NEMA520,US,,,,Public,,public,,,CONVENIENCE_STORE,,,,,,,Free,,,,,,,,,
UN,ELEC,Kwik Trip #273,6516 Grand Ave,,Duluth,MN,55807,Public,24 hours daily,,,,,1,,,,Unknown,,200-8,46.731172,-92.180261,3/7/2019,71642,2019-05-14 21:16:45 UTC,P,,,10/29/15,,,,,NEMA520,US,,,,Public,,public,,,CONVENIENCE_STORE,,,,,,,Free,,,,,,,,,
UN,ELEC,Kwik Trip #274,6 W Central Entrance,,Duluth,MN,55811,Public,24 hours daily,,,,,1,,,,Unknown,,GPS,46.8004,-92.13226,3/7/2019,71643,2019-05-14 21:16:45 UTC,P,,,10/15/15,,,,,NEMA520,US,,,,Public,,public,,,CONVENIENCE_STORE,,,,,,,Free,,,,,,,,,
UN,ELEC,Kwik Star #278,100 W Gilbert Dr,,Evansdale,IA,50707,Public,24 hours daily,,,,,1,,,,Unknown,,GPS,42.462361,-92.29773,3/7/2019,71644,2019-05-14 21:16:45 UTC,P,,,10/8/15,,,,,NEMA520,US,,,,Public,,public,,,CONVENIENCE_STORE,,,,,,,Free,,,,,,,,,
UN,ELEC,Kwik Trip #290,7880 S 10th St,,Oak Creek,WI,53154,Public,24 hours daily,,,,,1,,,,Unknown,,GPS,42.902499,-87.92699,7/9/2018,71646,2019-05-14 21:16:45 UTC,P,,,9/24/15,,,,,NEMA520,US,,,,Public,,public,,,CONVENIENCE_STORE,,,,,,,Free,,,,,,,,,
UN,ELEC,Kwik Star #291,1225 E Kimberly Rd,,Davenport,IA,52807,Public,24 hours daily,,,,,1,,,,Unknown,,GPS,41.556018,-90.55666,4/8/2019,71647,2019-05-14 21:16:45 UTC,P,,,11/19/15,,,,,NEMA520,US,,,,Public,,public,,,CONVENIENCE_STORE,,,,,,,Free,,,,,,,,,
UN,ELEC,Kwik Trip #295,1157 Gateway Dr,,Milton,WI,53563,Public,24 hours daily,,,,,1,,,,Unknown,,GPS,42.770462,-88.93027,7/9/2018,71649,2019-05-14 21:16:45 UTC,P,,,11/19/15,,,,,NEMA520,US,,,,Public,,public,,,CONVENIENCE_STORE,,,,,,,Free,,,,,,,,,
UN,ELEC,Kwik Trip #297,1499 Appleton Rd,,Menasha,WI,54952,Public,24 hours daily,,,,,1,,,,Unknown,,GPS,44.229449,-88.4231,7/9/2018,71650,2019-05-14 21:16:45 UTC,P,,,10/22/15,,,,,NEMA520,US,,,,Public,,public,,,CONVENIENCE_STORE,,,,,,,Free,,,,,,,,,
UN,ELEC,Kwik Trip #298,2511 Plover Rd,,Plover,WI,54467,Public,24 hours daily,,,,,1,,,,Unknown,,GPS,44.45287,-89.5412,7/9/2018,71651,2019-05-14 21:16:45 UTC,P,,,10/15/15,,,,,NEMA520,US,,,,Public,,public,,,CONVENIENCE_STORE,,,,,,,Free,,,,,,,,,
UN,ELEC,Kwik Trip #885,301 Elderberry Rd,,Abbotsford,WI,54405,Public,24 hours daily,,,,,1,,,,Unknown,,GPS,44.928009,-90.31212,7/9/2018,71653,2019-05-14 21:16:45 UTC,P,,,9/10/15,,,,,NEMA520,US,,,,Public,,public,,,CONVENIENCE_STORE,,,,,,,Free,,,,,,,,,
UN,ELEC,Anheuser Busch Brewery,3101 Busch Dr,"Located in the visitor center parking lot. Adjacent to Interstate 80, via Chadbourne Road exit",Fairfield,CA,94534,Public,24 hours daily,,,,,,2,,,Unknown,,200-9,38.236362,-122.091866,5/3/2018,71654,2019-05-14 21:16:45 UTC,P,,,11/1/15,,,,,J1772,US,,,,Public,,public,,,BREWERY_DISTILLERY_WINERY,,,,,,,Free,,,,,,,,,
UN,ELEC,Greenstay Hotel and Suites - St. James,110 N Outer Rd,,St. James,MO,65559,Public,24 hours daily; for guest use only; see front desk for access,,,,,,1,,,Unknown,,200-9,38.005522,-91.620677,12/11/2018,71684,2019-05-14 21:16:45 UTC,P,,,11/1/15,,,,,J1772,US,,,,Public,,public,,,HOTEL,,,,,,,,,,,,,,,,
UN,ELEC,The Raphael Hotel,325 Ward Pkwy,,Kansas City,MO,64112,Public,24 hours daily; for guest use only; see valet for access,,,,,,1,,,Unknown,,200-9,39.0397,-94.591365,12/11/2018,71689,2019-05-14 21:16:45 UTC,P,,,10/1/15,,,,,J1772,US,,,,Public,,public,,,HOTEL,,,,,,,,,,,,,,,,
UN,ELEC,The Tiger Hotel,23 S 8th St,,Columbia,MO,65201,Public,24 hours daily; for guest use only; see valet for access,,,,,,1,,,Unknown,,200-9,38.950851,-92.328957,1/10/2019,71690,2019-05-14 21:16:45 UTC,P,,,11/1/15,,,,,J1772,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,
UN,ELEC,LochenHealth Golf Club,7591 Turnberry Cir,,Williamsburg,MI,49690,Public,24 hours daily,,,,,,1,,,Unknown,,GPS,44.802122,-85.487267,7/9/2019,71699,2019-07-09 17:26:18 UTC,P,,,6/1/16,,,,,J1772,US,,,,Public,,public,,,REC_SPORTS_FACILITY,,,,,,,Free,,,,,,,,,
UN,ELEC,Sheraton - Ann Arbor,3200 Boardwalk Dr,,Ann Arbor,MI,48108,Public,24 hours daily; for guest use only; see front desk for access,,,,,,1,,,Unknown,,200-8,42.24131,-83.73468,7/9/2019,71700,2019-07-09 17:26:18 UTC,P,,,12/1/15,,,,,J1772,US,,,,Public,,public,,,HOTEL,,,,,,,,,,,,,,,,
UN,ELEC,Safford's Bay View Inn,2011 Woodland Ave,,Petoskey,MI,49770,Public,24 hours daily; for guest use only; see front desk for access,,,,,,1,,,Unknown,,200-9,45.38627,-84.92804,7/9/2019,71702,2019-07-09 17:26:18 UTC,P,,,11/1/15,,,,,J1772,US,,,,Public,,public,,,INN,,,,,,,Free,,,,,,,,,
UN,ELEC,Wayfarer Lodgings,1912 Scenic Hwy,,Frankfort,MI,49635,Public,24 hours daily; free for guests; see front desk for access,,,,,,1,,,Unknown,,200-9,44.606589,-86.224041,7/9/2019,71704,2019-07-09 17:26:18 UTC,P,,,10/1/15,,,,,J1772,US,,,,Public,,public,,,HOTEL,,,,,,,$15 for non-guests,,,,,,,,,
UN,ELEC,Belmond Charleston Place,205 Meeting St,,Charleston,SC,29401,Public,24 hours daily; for guest use only; see valet for access,,,,,,1,,,Unknown,,200-8,32.781412,-79.93162,7/9/2019,71706,2019-07-09 17:26:18 UTC,P,,,12/1/15,,,,,J1772,US,,,,Public,,public,,,HOTEL,,,,,,,,,,,,,,,,
UN,ELEC,Best Western - Ocean Breeze Inn,11 Lemoyne Ave,,Hilton Head Island,SC,29928,Public,24 hours daily; for guest use only; see front desk for access,,,,,,1,,,Unknown,,200-9,32.14163,-80.760558,7/9/2019,71707,2019-07-09 17:26:18 UTC,P,,,10/1/15,,,,,J1772,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,
UN,ELEC,Best Western Plus - Grand Strand Inn & Suites,1804 S Ocean Blvd,,Myrtle Beach,SC,29577,Public,24 hours daily; for guest use only; see front desk for access,,,,,,1,,,Unknown,,200-9,33.671805,-78.903842,7/9/2019,71708,2019-07-09 17:26:18 UTC,P,,,11/1/15,,,,,J1772,US,,,,Public,,public,,,HOTEL,,,,,,,,,,,,,,,,
UN,ELEC,Bloomsbury Inn,1707 Lyttleton St,,Camden,SC,29020,Public,24 hours daily; for guest use only; see front desk for access,,,,,,1,,,Unknown,,200-9,34.258737,-80.604786,7/9/2019,71709,2019-07-09 17:26:18 UTC,P,,,12/1/15,,,,,J1772,US,,,,Public,,public,,,INN,,,,,,,Free,,,,,,,,,
UN,ELEC,Embassy Suites - Myrtle Beach,9800 Queensway Blvd,,Myrtle Beach,SC,29572,Public,24 hours daily; see valet for access,,,,,,1,,,Unknown,,200-8,33.768128,-78.777878,7/9/2019,71711,2019-07-09 17:26:18 UTC,P,,,11/1/15,,,,,J1772,US,,,,Public,,public,,,HOTEL,,,,,,,,,,,,,,,,
UN,ELEC,Hilton - Myrtle Beach,10000 Beach Club Dr,,Myrtle Beach,SC,29572,Public,24 hours daily; see valet for access,,,,,,1,,,Unknown,,200-9,33.76947,-78.775085,7/9/2019,71712,2019-07-09 17:26:18 UTC,P,,,12/1/15,,,,,J1772,US,,,,Public,,public,,,HOTEL,,,,,,,,,,,,,,,,
UN,ELEC,Litchfield Beach and Golf Resort,14276 Ocean Hwy,,Pawleys Island,SC,29585,Public,24 hours daily; for guest use only; see front desk for access,,,,,,1,,,Unknown,,200-9,33.483323,-79.095594,7/9/2019,71713,2019-07-09 17:26:18 UTC,P,,,10/1/15,,,,,J1772,US,,,,Public,,public,,,HOTEL,,,,,,,,,,,,,,,,
UN,ELEC,The Caribbean Resort and Villas,3000 N Ocean Blvd,,Myrtle Beach,SC,29577,Public,24 hours daily; for guest use only,,,,,,1,,,Unknown,,200-9,33.707519,-78.861511,7/9/2019,71717,2019-07-09 17:26:18 UTC,P,,,11/1/15,,,,,J1772,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,
UN,ELEC,Best Western Plus - Tacoma Dome Hotel,2611 East E St,,Tacoma,WA,98421,Public,24 hours daily; for guest use only; see front desk for access,,,,,,1,,,Unknown,,200-9,47.238612,-122.426701,7/9/2019,71774,2019-07-09 17:26:18 UTC,P,,,12/1/15,,,,,J1772,US,,,,Public,,public,,,HOTEL,,,,,,,,,,,,,,,,
UN,ELEC,George Washington Inn,939 Finn Hall Rd,,Port Angeles,WA,98362,Public,24 hours daily; for guest use only; see front desk for access,,,,,,1,,,Unknown,,200-8,48.112727,-123.255602,7/9/2019,71781,2019-07-09 17:26:18 UTC,P,,,10/1/15,,,,,J1772,US,,,,Public,,public,,,INN,,,,,,,,,,,,,,,,
UN,ELEC,Hamilton Cellars,55410 N Sunset Rd,,Benton City,WA,99320,Public,10am-6pm daily,,,,,1,1,,,Unknown,,200-8,46.293801,-119.451333,7/9/2019,71782,2019-07-09 17:26:18 UTC,P,,,11/1/15,,,,,J1772 NEMA515,US,,,,Public,,public,,,RESTAURANT,,,,,,,Free,,,,,,,,,
UN,ELEC,Oxford Suites,115 W North River Dr,,Spokane,WA,99201,Public,24 hours daily; for guest use only; see front desk for access,,,,,,1,,,Unknown,,200-9,47.663441,-117.412777,7/9/2019,71791,2019-07-09 17:26:18 UTC,P,,,11/1/15,,,,,J1772,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,
UN,ELEC,Shelburne Inn Restaurant and Pub,4415 Pacific Way,,Seaview,WA,98644,Public - Call ahead,24 hours daily; for guest use only,,,,,,1,,,Unknown,,200-9,46.334798,-124.055076,7/9/2019,71795,2019-07-09 17:26:18 UTC,P,,,12/1/15,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,INN,,,,,,,,,,,,,,,,
UN,ELEC,1842 Inn,353 College St,,Macon,GA,31201,Public,24 hours daily; for guest use only; see front desk for access,,,,,,1,,,Unknown,,200-9,32.842062,-83.638653,11/8/2018,72057,2019-01-17 00:33:46 UTC,P,,,10/1/15,,,,,J1772,US,,,,Public,,public,,,INN,,,,,,,Free,,,,,,,,,
UN,ELEC,Hilton Garden Inn,78990 Mall Ring Rd,,Lithonia,GA,30038,Public,24 hours daily; for guest use only; see front desk for access,,,,,,1,,,Unknown,,GPS,33.700929,-84.099336,10/4/2018,72066,2019-05-14 21:16:45 UTC,P,,,10/1/15,,,,,J1772,US,,,,Public,,public,,,HOTEL,,,,,,,,,,,,,,,,
UN,ELEC,Lucille's Mountain Top Inn and Spa,964 Rabun Rd,,Sautee Nacoochee,GA,30571,Public - Call ahead,24 hours daily; for guest use only,,,,,,1,,,Unknown,,200-9,34.693611,-83.685093,11/8/2018,72069,2019-01-17 00:33:46 UTC,P,,,10/1/15,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,INN,,,,,,,,,,,,,,,,
UN,ELEC,Partridge Inn,2110 Walton Way,,Augusta,GA,30904,Public,24 hours daily; for guest use only,,,,,,1,,,Unknown,,200-9,33.475079,-82.010109,10/4/2018,72071,2019-05-14 21:16:45 UTC,P,,,12/1/15,,,,,J1772,US,,,,Public,,public,,,HOTEL,,,,,,,,,,,,,,,,
UN,ELEC,The Lodge on Little St. Simons Island,1000 Hampton River Club Marina Dr,,St. Simons Island,GA,31522,Public - Call ahead,24 hours daily; for guest use only,,,,,,1,,,Unknown,,GPS,31.294609,-81.344733,10/4/2018,72075,2019-05-14 21:16:45 UTC,P,,,10/1/15,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,HOTEL,,,,,,,Free,,,,,,,,,
UN,ELEC,Twelve Oaks Bed and Breakfast,2176 Monticello St SW,,Covington,GA,30014,Public - Call ahead,24 hours daily,,,,,,1,,,Unknown,,200-9,33.591885,-83.860611,10/4/2018,72078,2019-05-14 21:16:45 UTC,P,,,10/1/15,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,B_AND_B,,,,,,,"Free for guests, $15 per session for non-guests",,,,,,,,,
UN,ELEC,Yonah Mountain Vineyards,1717 Highway 225,,Cleveland,GA,30528,Public,24 hours daily; for guest use only; see front desk for access,,,,,,4,,,Unknown,,GPS,34.611549,-83.69704,12/11/2018,72082,2019-05-14 21:16:45 UTC,P,,,11/1/15,,,,,J1772,US,,,,Public,,public,,,BREWERY_DISTILLERY_WINERY,,,,,,,Free,,,,,,,,,
UN,ELEC,Sweetwater Sound,5501 US 30,,Fort Wayne,IN,46818,Public,24 hours daily,,,,,,1,,,Unknown,,200-9,41.123921,-85.213964,10/4/2018,72106,2019-05-14 21:16:45 UTC,P,,,12/1/15,,,,,J1772,US,,,,Public,,public,,,SHOPPING_CENTER,,,,,,,,,,,,,,,,
UN,ELEC,West Baden Springs Hotel,8538 W Baden Ave,,West Baden Springs,IN,47469,Public,24 hours daily; for guest use only; see valet for access,,,,,,1,,,Unknown,,200-9,38.567317,-86.617634,10/4/2018,72109,2019-05-14 21:16:45 UTC,P,,,12/1/15,,,,,J1772,US,,,,Public,,public,,,HOTEL,,,,,,,,,,,,,,,,
UN,ELEC,The Candlelight Inn,2310 Central Ave,,North Wildwood,NJ,8260,Public,24 hours daily; for guest use only; see front desk for access,,,,,,1,,,Unknown,,200-9,38.994606,-74.807437,10/4/2018,72118,2019-01-17 00:33:46 UTC,P,,,12/1/15,,,,,J1772,US,,,,Public,,public,,,INN,,,,,,,Free,,,,,,,,,
UN,ELEC,A Storybook Inn,277 Rose Hill Ave,,Versailles,KY,40383,Public,24 hours daily; for guest use only; see front desk for access,,,,,,1,,,Unknown,,200-9,38.052711,-84.736628,10/4/2018,72123,2019-01-17 00:33:46 UTC,P,,,11/1/15,,,,,J1772,US,,,,Public,,public,,,INN,,,,,,,Free,,,,,,,,,
UN,ELEC,Birchwood Inn,7 Hubbard St,,Lenox,MA,1240,Public,24 hours daily; for guest use only; see front desk for access,,,,,,1,,,Unknown,,200-9,42.363027,-73.281626,10/4/2018,72127,2019-05-14 21:16:45 UTC,P,,,12/1/15,,,,,J1772,US,,,,Public,,public,,,B_AND_B,,,,,,,Free,,,,,,,,,
